trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
296,False,"{'a': 0.1, 'e': 0.051052568989210935}",25,17,12.627498388540614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.05054204329931883}",20,13,14.583680587826938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.05003662286632564}",25,3,32.67538921921017,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.04953625663766238}",25,18,11.968796508734549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.04904089407128576}",20,16,7.608633265357398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.0485504851305729}",25,18,15.91470847589526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.048064980279267165}",25,15,22.2860235214164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.04758433047647449}",25,8,36.467101113936806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.04710848717170975}",20,16,7.121943927434408,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.04663740229999265}",20,10,-23.424968251141745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.1, 'e': 0.04617102827699272}",25,0,25.318746973974505,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
307,False,"{'a': 0.1, 'e': 0.045709317994222794}",25,18,13.363842680139477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.1, 'e': 0.04525222481428057}",25,15,8.024298013467684,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.04479970256613776}",25,0,38.36510859108882,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.1, 'e': 0.04435170554047638}",20,16,8.994824579104781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.043908188485071616}",20,7,24.979904787848476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.0434691066002209}",25,8,23.15178735281514,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.1, 'e': 0.04303441553421869}",20,16,5.818880865525832,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.0426040713788765}",20,5,26.343201129835027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.04217803066508773}",30,20,16.442474923603527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.04175625035843686}",25,18,9.991356518037184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.041338687854852486}",25,11,11.157309506030744,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.04092530097630396}",20,0,33.27213131432181,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.040516047966540916}",25,15,16.857713078605936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.04011088748687551}",25,13,-17.109339988640787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.1, 'e': 0.03970977861200675}",20,8,24.197208935939095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.03931268082588668}",25,10,14.004982966280984,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.03891955401762781}",25,15,22.577430844280308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.03853035847745153}",20,0,23.975324868358797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.1, 'e': 0.03814505489267701}",30,18,22.79356377818967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.03776360434375024}",30,10,35.51237860948632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.03738596830031274}",25,5,35.13010815384096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.03701210861730961}",25,6,36.44483772742331,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.03664198753113651}",25,1,37.14678470048674,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.036275567655825146}",20,14,11.131122216174292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.03591281197926689}",25,10,27.83861985657163,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.035553683859474224}",30,20,1.0469495847747248,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.03519814702087948}",20,8,20.558492635600366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.03484616555067068}",20,9,21.301735362116062,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.034497703895163975}",25,11,3.3459801860972056,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.03415272685621234}",25,13,25.04034359774761,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.03381119958765021}",25,20,12.13660047694966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.03347308759177371}",20,13,1.2186061030546866,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.03313835671585597}",35,22,22.137494825426955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.03280697314869741}",20,8,22.33052338833652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.032478903417210436}",20,16,7.3212357491615725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.032154114383038335}",30,13,16.808586082895786,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.03183257323920795}",25,20,8.74022215603319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.03151424750681587}",35,23,23.737140795416487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.03119910503174771}",20,10,4.6296467295964,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.030887113981430233}",20,5,28.87806169458336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.03057824284161593}",30,19,21.200262725322737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.1, 'e': 0.03027246041319977}",25,13,20.02876608486687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.029969735809067772}",25,13,21.543118892705174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.029670038450977095}",25,9,24.154901848376117,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.029373338066467324}",20,15,11.68352703605737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.02907960468580265}",30,12,31.70146199285511,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.028788808638944622}",25,6,30.74505489019194,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.028500920552555174}",25,10,30.482491983836287,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.028215911347029624}",30,14,31.04096050447771,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.027933752233559327}",35,11,40.81217214698816,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.027654414711223735}",20,8,21.859162009409673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.027377870564111496}",30,18,-19.90508144084437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.1, 'e': 0.027104091858470382}",25,7,25.6574557601171,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.026833050939885677}",30,23,11.527144730226134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.02656472043048682}",25,15,6.215472659049315,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.02629907322618195}",30,21,20.230963659371284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.026036082493920133}",20,16,7.298216893771418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.02577572166898093}",20,16,7.169481550221608,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.025517964452291122}",20,4,27.571742004233965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.02526278480776821}",30,11,25.688819511480997,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.025010156959690527}",25,13,19.16109094425576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.1, 'e': 0.02476005539009362}",20,1,29.488096362082537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.1, 'e': 0.024512454836192684}",30,5,20.62439242009965,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.1, 'e': 0.024267330287830756}",30,20,18.170930180248135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.024024656984952448}",30,17,25.481477306049026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.1, 'e': 0.023784410415102923}",25,18,11.45569960608997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.023546566310951894}",30,18,24.779891757179396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.023311100647842375}",30,2,17.731618981370833,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.1, 'e': 0.02307798964136395}",25,6,30.603948138979746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.1, 'e': 0.022847209744950314}",20,16,4.838320727960361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.1, 'e': 0.02261873764750081}",25,9,26.651552739890803,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.1, 'e': 0.022392550271025803}",25,11,25.077790565883515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.1, 'e': 0.022168624768315544}",20,14,11.44132885301165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.02194693852063239}",20,8,23.941315467479004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.1, 'e': 0.021727469135426065}",25,11,24.622291742215168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.021510194444071803}",25,17,15.622499217101616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.021295092499631085}",20,10,18.41630400728012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.1, 'e': 0.021082141574634772}",20,6,23.97647119388613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.1, 'e': 0.020871320158888425}",25,17,14.698950489942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.1, 'e': 0.020662606957299542}",20,10,23.571553396623436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.1, 'e': 0.020455980887726547}",25,20,10.481259347458037,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.1, 'e': 0.02025142107884928}",20,13,13.21933246537171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.1, 'e': 0.020048906868060788}",20,9,18.905954840729866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.01984841779938018}",25,14,22.066917819317226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.019649933621386378}",25,13,7.325294173911612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.019453434285172513}",25,8,27.99511667371184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.019258899942320787}",30,12,29.44314972332798,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.01906631094289758}",20,14,8.985587404417158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.018875647833468602}",30,11,27.34211859944421,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.018686891355133916}",20,9,18.21565492549909,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.018500022441582577}",25,16,23.048135767184284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.01831502221716675}",30,19,16.854770522187927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.1, 'e': 0.018131871994995084}",30,3,50.845148532448825,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.1, 'e': 0.017950553275045134}",20,8,21.53910049643673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.1, 'e': 0.017771047742294682}",20,14,9.783033002156097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.1, 'e': 0.017593337264871736}",25,18,14.575399196719438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.1, 'e': 0.01741740389222302}",20,10,14.852542855317433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.1, 'e': 0.01724322985330079}",25,13,20.921332610187974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.017070797554767782}",20,12,14.980105646663464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.016900089579220106}",20,2,34.69820777989077,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.016731088683427906}",25,13,23.91438030620232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.016563777796593626}",25,8,29.455133267071826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.1, 'e': 0.016398140018627688}",20,7,24.597763099615232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.1, 'e': 0.01623415861844141}",20,8,26.554028086073743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.1, 'e': 0.016071817032256998}",20,15,9.477694232705552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.1, 'e': 0.01591109886193443}",20,13,14.255102707524198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.1, 'e': 0.015751987873315085}",25,11,3.86645654746863,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.015594467994581935}",20,6,20.30333785488717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.1, 'e': 0.015438523314636115}",20,10,18.748921777511054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.015284138081489753}",25,8,32.86219753207819,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.015131296700674856}",30,20,20.49969072295901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.014979983733668108}",25,16,16.370209491672338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.014830183896331426}",30,15,-16.26120337697499,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.014681882057368112}",20,12,6.280732021041358,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.01453506323679443}",20,12,13.1494475373171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.014389712604426485}",20,13,14.263527585423201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.1, 'e': 0.01424581547838222}",20,16,7.551504939851188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.014103357323598397}",20,11,19.548094171557118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.013962323750362413}",25,15,21.024282197036698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.1, 'e': 0.013822700512858789}",25,11,27.740581557510794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.0136844735077302}",30,16,27.185649441388428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.1, 'e': 0.013547628772652899}",30,23,10.202066451242217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.1, 'e': 0.01341215248492637}",30,14,29.149004600688837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.1, 'e': 0.013278030960077106}",20,0,37.28172046405376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.1, 'e': 0.013145250650476335}",35,22,22.946077076357284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.1, 'e': 0.01301379814397157}",25,3,37.11609472763555,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.012883660162531854}",25,15,19.107703086000466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.012754823560906535}",25,7,31.59466993038738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.01262727532529747}",20,7,26.419190071365975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.1, 'e': 0.012501002572044496}",25,16,15.707900008379685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.1, 'e': 0.01237599254632405}",25,14,19.682406184801458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.1, 'e': 0.01225223262086081}",20,6,24.228656510199663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.1, 'e': 0.012129710294652202}",25,6,34.620392560846284,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.1, 'e': 0.01200841319170568}",20,9,21.119651509138922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.011888329059788623}",20,16,8.216152259859157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.1, 'e': 0.011769445769190737}",25,14,15.198125506996215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.1, 'e': 0.01165175131149883}",25,15,18.542932957908356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.011535233798383842}",20,6,21.758800634352394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.011419881460400004}",25,10,31.96379694501887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.1, 'e': 0.011305682645796004}",20,13,12.682062244107478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.011192625819338045}",25,18,11.533115410341106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.011080699561144665}",20,11,16.52299796094191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.1, 'e': 0.010969892565533218}",20,0,30.05391225144664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.1, 'e': 0.010860193639877886}",20,8,23.757500934450626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.010751591703479106}",20,8,24.382303902031584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.010644075786444315}",20,12,15.413686496908513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.1, 'e': 0.010537635028579873}",20,4,21.365816080203142,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.010432258678294073}",20,12,14.424348009069334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.1, 'e': 0.010327936091511133}",25,19,11.448057602563926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.010224656730596022}",25,0,38.05482020864448,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.1, 'e': 0.01012241016329006}",25,20,8.848138908336173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.01002118606165716}",30,21,17.851954011290196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.009920974201040588}",25,19,10.664427017266114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.009821764459030182}",25,16,12.624380600654204,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.00972354681443988}",25,10,28.972543906563153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.00962631134629548}",20,9,18.689846553152595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.009530048232832525}",25,17,17.213967639669555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.1, 'e': 0.009434747750504199}",25,14,17.95714102569099,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.1, 'e': 0.009340400272999157}",30,17,13.289695078174875,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.1, 'e': 0.009246996270269165}",20,8,22.273656762154936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.009154526307566474}",20,9,21.634435423909828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.1, 'e': 0.009062981044490808}",35,27,17.085766091590436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.0089723512340459}",30,13,-8.127885781148986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.1, 'e': 0.00888262772170544}",25,13,22.899511588531833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.008793801444488386}",25,13,21.908703604201676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.1, 'e': 0.008705863430043502}",20,8,21.95072779559975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.1, 'e': 0.008618804795743068}",20,12,14.840992630574204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.1, 'e': 0.008532616747785637}",25,9,29.377337364314958,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.1, 'e': 0.00844729058030778}",20,12,15.589197031088336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.1, 'e': 0.008362817674504702}",20,10,19.283172116372057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.1, 'e': 0.008279189497759654}",25,19,11.874553613659105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.1, 'e': 0.008196397602782058}",20,16,7.110317736645612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.1, 'e': 0.008114433626754238}",25,15,23.0222189077307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.008033289290486696}",25,9,27.97056845653102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.1, 'e': 0.00795295639758183}",25,19,11.156866529620748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
